test_seed,method,reward,success_rate,mean_latency_ms,mean_energy_mJ
950002,Random allocation,-226.0477409142084,0.44,2155.55250486495,70533.99987170874
950002,Latency heuristic,-176.3658321429774,0.52,1276.1195300327634,26557.67549920749
950003,Random allocation,-221.54233640704857,0.47,2409.5050053562763,72433.31920024239
950003,Latency heuristic,-198.4134537084116,0.53,1597.5387225833083,31829.5773414117
950004,Random allocation,-259.88039361797115,0.41,2696.221193686294,91229.6289789326
950004,Latency heuristic,-204.7015631773245,0.52,1675.4635010488716,40187.56006432484
950005,Random allocation,-297.55555501234534,0.38,2920.3718160441085,104269.29114874409
950005,Latency heuristic,-246.84780172860044,0.47,1709.7374971983954,43732.894699410375
950006,Random allocation,-287.9509656978344,0.39,3125.811150920893,113253.9168736383
950006,Latency heuristic,-216.1362432536916,0.51,1762.1594269632983,45065.83022610075
950007,Random allocation,-173.80619990111038,0.5,2001.487161819853,64617.16737341077
950007,Latency heuristic,-118.71525255198613,0.63,1301.0460662532928,29592.052883051405
950008,Random allocation,-272.70125390859084,0.39,3004.984028594543,101690.15994084447
950008,Latency heuristic,-250.34623046613515,0.44,1840.772426814292,43475.52372970288
950009,Random allocation,-227.2163961084195,0.44,2363.085918733471,76151.74279717717
950009,Latency heuristic,-173.577350191853,0.56,1620.5338926904162,39020.99404124371
950010,Random allocation,-221.237501514674,0.49,2275.949664237441,76012.0268049762
950010,Latency heuristic,-174.0972317007125,0.57,1435.1965683391663,33969.64288763382
950011,Random allocation,-238.55526600977015,0.44,2655.463239255856,95830.89494064925
950011,Latency heuristic,-173.706394347094,0.56,1540.058924471181,40057.33688338592
950012,Random allocation,-270.60727702198125,0.38,2449.870264171701,77365.99106528962
950012,Latency heuristic,-235.0205219056428,0.45,1640.17935239868,36875.94424794512
950013,Random allocation,-269.1477855097992,0.38,2317.127568473986,73639.8892930445
950013,Latency heuristic,-208.0767912023428,0.48,1513.3292376576276,33444.635758226694
950014,Random allocation,-186.73464693592305,0.51,2375.720328978936,78255.95394751262
950014,Latency heuristic,-139.907918569975,0.62,1477.193732194005,33324.314561462816
950015,Random allocation,-265.9653000998787,0.43,2739.5921047020315,95740.92461531216
950015,Latency heuristic,-215.20570774985023,0.51,1605.6132037194925,39036.253476280086
950016,Random allocation,-297.12528579562377,0.33,2149.204254449321,61828.28067238196
950016,Latency heuristic,-211.1316111895993,0.51,1518.2467361901715,30275.86627974721
950017,Random allocation,-305.54313264192075,0.33,2901.583946486964,92844.5333125629
950017,Latency heuristic,-247.77875367674287,0.44,1902.758231249613,42897.88749225909
950018,Random allocation,-275.02812270763644,0.36,2335.946899502838,77664.4670281547
950018,Latency heuristic,-195.11647119628415,0.51,1373.5068567748792,29538.182450516837
950019,Random allocation,-255.72450782866176,0.42,2724.659302222763,93395.55310310754
950019,Latency heuristic,-193.6553008985065,0.54,1661.2797088680638,40222.31610120834
950020,Random allocation,-210.4251746349915,0.45,1890.649333598292,60194.815906218544
950020,Latency heuristic,-158.64019777797202,0.56,1251.7001184620242,28243.89702963977
950021,Random allocation,-233.2339324169727,0.44,2212.0923979886834,70730.90446967607
950021,Latency heuristic,-170.97789202544092,0.56,1411.346060032455,30688.98395870981
950022,Random allocation,-252.96932990502708,0.38,2210.6001514663217,66835.22790030921
950022,Latency heuristic,-178.66091609378083,0.55,1450.670275444823,28833.95508421105
950023,Random allocation,-284.1364667251548,0.34,2982.8800012476977,98979.6519284963
950023,Latency heuristic,-194.0943611280691,0.51,1931.1022827215245,46386.46807554273
950024,Random allocation,-222.91004185046523,0.45,2360.6214965717622,74135.88576835465
950024,Latency heuristic,-186.456620845483,0.54,1516.115888290976,31905.402630354096
950025,Random allocation,-287.7893964150713,0.35,2691.127371880472,91449.51288122404
950025,Latency heuristic,-236.9452844788713,0.46,1661.633615796481,39970.5692457944
950026,Random allocation,-316.2497781941414,0.32,3020.7685667553264,106157.03176745672
950026,Latency heuristic,-255.80849680011315,0.45,1774.35832686201,43831.86980962826
950027,Random allocation,-298.1368005683041,0.35,2538.646562243652,80294.05978223233
950027,Latency heuristic,-216.9913308444803,0.51,1564.6648737085643,31590.543695586923
950028,Random allocation,-293.39878782448426,0.35,3138.493877583325,109259.94403294667
950028,Latency heuristic,-228.74806726901312,0.47,1783.3573878167183,41498.24597829147
950029,Random allocation,-315.6571737328493,0.35,2699.3317611845323,90944.00479158552
950029,Latency heuristic,-258.57713994692347,0.45,1648.4007467203355,38392.073197909536
950030,Random allocation,-268.29690471880986,0.38,2334.106112598758,78890.08034165128
950030,Latency heuristic,-205.1229860558064,0.5,1465.519119984537,35456.13231475138
950031,Random allocation,-301.52476308919466,0.36,2482.743687159119,79398.42521231165
950031,Latency heuristic,-245.13595666314944,0.47,1668.255038993542,38669.18583656728
950032,Random allocation,-292.8993273617696,0.34,2282.491083961307,67384.1133684608
950032,Latency heuristic,-221.37060897048624,0.49,1537.3740964822612,30123.85598601063
950033,Random allocation,-253.85744475566835,0.38,2423.623726644079,74452.10864062642
950033,Latency heuristic,-201.44554558676464,0.52,1701.4862340099908,38340.26668751053
950034,Random allocation,-277.31482418942056,0.37,2698.477641485192,93254.0680256364
950034,Latency heuristic,-220.637386127828,0.5,1684.1361879214323,42531.61980691412
950035,Random allocation,-286.90793987245536,0.37,2655.5643401204925,89025.57540197302
950035,Latency heuristic,-207.19169531161347,0.52,1656.0480868600446,39044.27941834411
950036,Random allocation,-268.52786133282217,0.39,2322.887347722334,71414.32227247795
950036,Latency heuristic,-218.64984859680837,0.5,1631.336410585769,36832.47446900791
950037,Random allocation,-290.6661748944029,0.34,2811.539739323357,95987.70638550798
950037,Latency heuristic,-221.48282027747817,0.48,1696.5380979009244,40232.41914373602
950038,Random allocation,-189.1842373112497,0.51,2130.3305592580527,71636.0196190398
950038,Latency heuristic,-142.26585609143075,0.61,1299.6009611940735,30095.25510695288
950039,Random allocation,-232.77786611080455,0.42,2202.9414117174406,68953.37258757575
950039,Latency heuristic,-179.47443877283612,0.52,1434.7401507839093,30539.39008836089
950040,Random allocation,-233.77515221212963,0.4,2238.4520722193374,69592.11781308803
950040,Latency heuristic,-152.3103090176335,0.57,1451.51222235739,30239.76081092907
950041,Random allocation,-316.1405334598168,0.29,3182.722521333734,110166.86120672764
950041,Latency heuristic,-242.72865159649075,0.45,1804.397871488395,41245.071342520016
950042,Random allocation,-259.6773498963269,0.39,2547.53544789186,83338.21913636006
950042,Latency heuristic,-205.5634981240818,0.51,1617.5291955251448,36832.94108215174
950043,Random allocation,-215.27390503641,0.45,2376.9410156504227,75131.27462365906
950043,Latency heuristic,-160.49273628315953,0.56,1560.1860927918535,34287.74541210799
950044,Random allocation,-248.36470391495456,0.39,2164.356842904555,70427.47237754104
950044,Latency heuristic,-166.5204941656651,0.56,1378.563781459299,31133.11681338691
950045,Random allocation,-264.2841856439932,0.38,2723.9841138562,98326.2174759847
950045,Latency heuristic,-207.2387836195357,0.5,1543.3791395704604,39292.17764648942
950046,Random allocation,-290.0441155906642,0.35,2627.964516594237,89000.50802103645
950046,Latency heuristic,-202.4317081177975,0.52,1582.373808677782,36716.32851791617
950047,Random allocation,-301.2720591538064,0.34,2274.7721933036214,66869.77812690362
950047,Latency heuristic,-230.14390817470243,0.47,1482.9978286218611,27276.3310419025
950048,Random allocation,-316.34276418286646,0.33,2929.1034932456537,96220.55117517868
950048,Latency heuristic,-250.169111531768,0.46,1946.2713916654225,47073.691752472
950049,Random allocation,-302.64758863890034,0.32,2954.946613353914,96406.36526692456
950049,Latency heuristic,-229.05614727486147,0.45,1802.5843803071832,38783.0451417721
950050,Random allocation,-304.1689006637516,0.35,3762.005520449368,134513.48053912318
950050,Latency heuristic,-253.30058601667184,0.45,2037.4523468593627,48281.05454544737
950051,Random allocation,-306.49548038584794,0.34,3054.2196990277657,97819.84204621616
950051,Latency heuristic,-256.0782191052511,0.45,1944.4585135201803,42325.81426824905
950052,Random allocation,-238.4321168832957,0.45,2343.3809789391444,75121.70343304655
950052,Latency heuristic,-192.93732572422488,0.56,1479.320101992233,31913.800229304077
950053,Random allocation,-319.4947602160671,0.33,3010.4813522470545,107647.21248612658
950053,Latency heuristic,-261.44413019453526,0.45,1855.159283476254,49876.21453463221
950054,Random allocation,-269.5347247946779,0.39,2649.890254385749,81179.88629023085
950054,Latency heuristic,-214.89154827161232,0.51,1732.7482856494637,35318.161211462015
950055,Random allocation,-284.3382699232248,0.36,2716.153321233119,94748.1421973652
950055,Latency heuristic,-228.2801967352238,0.48,1656.8385071243697,41778.40947096053
950056,Random allocation,-283.5956962625461,0.35,2494.1708144541267,80153.8357847219
950056,Latency heuristic,-217.9533048542933,0.49,1640.7622129060394,37477.308551452654
950057,Random allocation,-229.0330332833468,0.44,2450.236171732768,81193.67992615959
950057,Latency heuristic,-170.71316159336354,0.59,1523.115188667763,34832.95619795261
950058,Random allocation,-333.6124602714043,0.31,3343.0358141825145,121150.1806158213
950058,Latency heuristic,-271.1379223453965,0.44,1951.3949411840056,51562.42846015911
950059,Random allocation,-258.53580224554173,0.39,2731.058604563096,86660.16569218556
950059,Latency heuristic,-193.46637243747276,0.52,1736.7577321894985,36939.48217690524
950060,Random allocation,-261.3948863796118,0.38,2358.2919753142983,73072.6449958257
950060,Latency heuristic,-193.27389065524608,0.54,1594.9370130878058,34900.37251146902
950061,Random allocation,-268.99124754830734,0.39,2841.1964919181178,99206.89096690786
950061,Latency heuristic,-199.11137130259036,0.53,1669.7087913401174,40627.702745003015
950062,Random allocation,-249.4935914935003,0.4,2611.173981714574,90891.06431380604
950062,Latency heuristic,-184.317796131921,0.54,1475.7769286500268,34116.732683500646
950063,Random allocation,-325.7584326042007,0.33,3600.3653610518127,132745.31912459212
950063,Latency heuristic,-270.5052682831161,0.42,2055.663599281565,55505.49055933584
950064,Random allocation,-304.8704691882044,0.33,2459.6226665320746,78630.3106277064
950064,Latency heuristic,-232.9401152335485,0.47,1634.0564654074926,37347.97677281912
950065,Random allocation,-266.6482818872052,0.4,2532.973247277696,83965.14737839895
950065,Latency heuristic,-220.61702054128745,0.47,1526.7246637433718,33648.844097818226
950066,Random allocation,-245.84405191826335,0.4,2561.314690995035,87828.75293739373
950066,Latency heuristic,-191.4340521536185,0.51,1558.6946296367958,37693.19710803007
950067,Random allocation,-259.6027855358803,0.42,2946.642579198748,96473.27032323848
950067,Latency heuristic,-235.23188053946595,0.48,1809.7966310950576,39626.69542951432
950068,Random allocation,-316.5692445085704,0.33,3896.264749899945,136535.57768693296
950068,Latency heuristic,-248.99320610642715,0.44,2224.0998692884973,52922.18099441042
950069,Random allocation,-208.969746953856,0.48,2434.486243888968,83760.52145042046
950069,Latency heuristic,-153.3581999646771,0.58,1451.2421806017985,34594.565839417126
950070,Random allocation,-259.9146555341683,0.39,2637.964469109479,85965.04245336127
950070,Latency heuristic,-207.84823970540097,0.5,1632.0555711668535,35664.6048470276
950071,Random allocation,-184.85021878448748,0.51,2058.99605945334,67982.38736244541
950071,Latency heuristic,-120.69923380987434,0.63,1248.6450593171116,27461.08572065944
950072,Random allocation,-267.52660124942645,0.41,2792.0616463729234,94705.8958886928
950072,Latency heuristic,-215.18297117018508,0.5,1721.975352995433,41196.78917981981
950073,Random allocation,-292.9340752618637,0.34,2764.466649934955,85174.87469322396
950073,Latency heuristic,-220.33754435740823,0.47,1765.1594288507506,35203.40474386329
950074,Random allocation,-199.4927556002353,0.49,2393.7648881713963,80033.57216703927
950074,Latency heuristic,-149.55919924441676,0.61,1439.4240130653643,32311.22829838032
950075,Random allocation,-235.729482968103,0.44,2251.586240272412,74259.90854232022
950075,Latency heuristic,-173.20066427028948,0.57,1446.9972465769906,34026.021483146724
950076,Random allocation,-277.1749019827304,0.35,2182.1329161144167,69950.04336451684
950076,Latency heuristic,-200.4938045954671,0.5,1407.7162185877842,31224.10120839034
950077,Random allocation,-248.660767989014,0.41,2514.9279600740374,85123.15139097015
950077,Latency heuristic,-186.48710354465817,0.53,1547.3272507459685,36738.01763977297
950078,Random allocation,-288.452125734047,0.36,2683.930227507205,89193.27959693783
950078,Latency heuristic,-238.1732025638879,0.46,1710.9699600728868,40540.1450100354
950079,Random allocation,-222.16119017294983,0.44,1918.9117594236843,58279.150572369006
950079,Latency heuristic,-183.22255433942095,0.51,1302.9974843829857,27478.813404809505
950080,Random allocation,-330.1133159817047,0.33,3259.648225661534,120090.85101557622
950080,Latency heuristic,-277.8909030992682,0.42,1857.73189578064,49989.86210177057
950081,Random allocation,-284.8997330008268,0.36,2836.4314165776,100437.13991579946
950081,Latency heuristic,-214.4417549561228,0.5,1614.657451579835,39342.57705431019
950082,Random allocation,-210.9544330440499,0.46,2323.84014983165,76334.82640024195
950082,Latency heuristic,-134.48026485199935,0.61,1444.4426357160858,32360.62320132365
950083,Random allocation,-297.3119629364684,0.34,2325.779484965541,75729.11237873523
950083,Latency heuristic,-234.0100969997196,0.47,1489.528066400369,33911.44322657739
950084,Random allocation,-243.70647625593185,0.38,2628.247536611573,89481.25658315932
950084,Latency heuristic,-171.6091575118802,0.54,1620.919469123166,39110.738334730326
950085,Random allocation,-263.2825172607707,0.36,2532.278191342353,87712.6944036271
950085,Latency heuristic,-166.5207492755739,0.55,1439.7808105217223,33084.18545650156
950086,Random allocation,-244.20105715296617,0.4,2276.9746569221625,77632.74608347146
950086,Latency heuristic,-160.34472146157788,0.56,1392.6651437961173,33412.851078253
950087,Random allocation,-255.6067776029093,0.41,2699.937185695301,93980.1972254117
950087,Latency heuristic,-192.3872307376261,0.53,1531.708713150071,35564.2591085128
950088,Random allocation,-304.4238775757589,0.35,2726.920286803756,92161.16177391162
950088,Latency heuristic,-247.52746230935128,0.45,1642.636720813522,37942.138431234016
950089,Random allocation,-201.44860487507285,0.48,2247.9809117564723,77233.22284554898
950089,Latency heuristic,-135.02552954540582,0.62,1370.501014700362,33355.18120310685
950090,Random allocation,-276.0399424829893,0.37,3615.6750831561694,128054.73597643996
950090,Latency heuristic,-222.51784945195848,0.47,2001.8694970172317,47361.31403797469
950091,Random allocation,-277.8775961571352,0.36,2647.491312474707,89725.52569262777
950091,Latency heuristic,-250.85967165864056,0.42,1638.4261218870038,39267.53753860376
950092,Random allocation,-290.1344636768593,0.34,2510.7686878431145,87154.0697281575
950092,Latency heuristic,-193.6055829066489,0.53,1536.1517551422037,38419.14020289756
950093,Random allocation,-289.08911590394524,0.36,2710.529765131781,90960.43929670626
950093,Latency heuristic,-217.58639344842985,0.51,1679.132667466633,39385.82465055587
950094,Random allocation,-263.0827220208693,0.36,2082.2624738294567,66125.35177083497
950094,Latency heuristic,-180.1103634160345,0.53,1436.516734892298,33833.95426285503
950095,Random allocation,-320.47782507560095,0.3,2349.6301984352817,77830.19012405645
950095,Latency heuristic,-237.82988920870267,0.44,1458.0122646581085,33244.078775078204
950096,Random allocation,-320.8948908722114,0.31,2413.3388833983304,69688.80990950219
950096,Latency heuristic,-245.8387950006467,0.46,1589.8878620419175,28510.44793369796
950097,Random allocation,-290.17269948389696,0.35,3247.435304816415,105782.39908779845
950097,Latency heuristic,-243.6471109180296,0.44,2150.830352582964,50947.08543765976
950098,Random allocation,-249.22362972317865,0.41,2433.3181837512475,79065.90292404611
950098,Latency heuristic,-186.2821602774948,0.55,1518.2033830782582,33305.66692577476
950099,Random allocation,-277.994459417597,0.36,2653.50989802647,82704.74254545997
950099,Latency heuristic,-222.20831284700236,0.48,1759.3326830213646,37991.43434157397
950000,MADDPG Seed 42 baseline,-232.07552588994835,0.46,1495.7540501844308,34684.82710812998
950001,MADDPG Seed 42 baseline,-247.5615150781671,0.44,1568.037920216736,32559.805118404565
950002,MADDPG Seed 42 baseline,-187.5389232807201,0.5,1314.9555888329514,28504.30695591513
950003,MADDPG Seed 42 baseline,-205.31637304558816,0.52,1644.0817522864425,34162.211455668155
950004,MADDPG Seed 42 baseline,-211.9734751792743,0.51,1734.3125745725893,43135.420357529685
950005,MADDPG Seed 42 baseline,-254.50364116395525,0.46,1773.8011856030762,46941.71304722796
950006,MADDPG Seed 42 baseline,-219.7840986761959,0.51,1828.177604576373,48372.3949165699
950007,MADDPG Seed 42 baseline,-130.25236523251775,0.61,1344.3566607100884,31762.153498484982
950008,MADDPG Seed 42 baseline,-261.475301839636,0.42,1904.4430088182007,46664.53734658582
950009,MADDPG Seed 42 baseline,-184.8804144249324,0.54,1677.6828078044157,41883.41883249262
950010,MADDPG Seed 42 baseline,-177.58220023859715,0.57,1484.9336934758535,36461.13736214011
950011,MADDPG Seed 42 baseline,-177.21617714088916,0.56,1598.7478761077343,42996.53472136003
950012,MADDPG Seed 42 baseline,-238.9439956684504,0.45,1694.1428077413975,39579.88649570066
950013,MADDPG Seed 42 baseline,-211.91246172336025,0.48,1562.2633713708074,35896.87828564568
950014,MADDPG Seed 42 baseline,-142.45449787642428,0.62,1525.969035540439,35768.043160276604
950015,MADDPG Seed 42 baseline,-219.4401603151388,0.51,1662.7769801107167,41899.78085876438
950016,MADDPG Seed 42 baseline,-235.04983921830723,0.46,1562.5211430343666,32494.56033678409
950017,MADDPG Seed 42 baseline,-255.05961868524813,0.43,1965.550866530992,46043.67457798479
950018,MADDPG Seed 42 baseline,-198.8853316939804,0.51,1416.7252315258831,31703.84492589124
950019,MADDPG Seed 42 baseline,-205.69971238546523,0.52,1720.1838017783314,43172.878507976646
950020,MADDPG Seed 42 baseline,-181.9691340683789,0.51,1293.0367629786117,30315.033845752747
950021,MADDPG Seed 42 baseline,-186.07446030066853,0.53,1456.249936960916,32938.967279002434
950022,MADDPG Seed 42 baseline,-181.5691951065436,0.55,1492.8265778679922,30947.048165166107
950023,MADDPG Seed 42 baseline,-205.86682911154512,0.49,1999.0544549650792,49789.10924821886
950024,MADDPG Seed 42 baseline,-193.18187121759829,0.53,1562.7852987430074,34244.30415047619
